z     eps_p     eps_z
14.613882 1.016158 1.002981
14.629630 1.016622 1.003067
14.645378 1.017099 1.003155
14.661125 1.017589 1.003245
14.676873 1.018092 1.003338
14.692621 1.018608 1.003434
14.708368 1.019140 1.003532
14.724116 1.019686 1.003632
14.739864 1.020247 1.003736
14.755612 1.020825 1.003842
14.771359 1.021419 1.003952
14.787107 1.022030 1.004065
14.802855 1.022659 1.004181
14.818602 1.023305 1.004300
14.834350 1.023971 1.004423
14.850098 1.024655 1.004549
14.865846 1.025359 1.004679
14.881593 1.026083 1.004813
14.897341 1.026828 1.004950
14.913089 1.027594 1.005091
14.928836 1.028381 1.005237
14.944584 1.029190 1.005386
14.960332 1.030023 1.005540
14.976080 1.030880 1.005698
14.991827 1.031761 1.005860
15.007575 1.032668 1.006028
15.023323 1.033602 1.006200
15.039070 1.034563 1.006377
15.054818 1.035553 1.006560
15.070566 1.036573 1.006748
15.086314 1.037622 1.006942
15.102061 1.038703 1.007141
15.117809 1.039816 1.007347
15.133557 1.040962 1.007558
15.149304 1.042141 1.007776
15.165052 1.043355 1.008000
15.180800 1.044605 1.008230
15.196548 1.045890 1.008467
15.212295 1.047213 1.008711
15.228043 1.048574 1.008963
15.243791 1.049974 1.009221
15.259539 1.051414 1.009487
15.275286 1.052895 1.009760
15.291034 1.054420 1.010041
15.306782 1.055988 1.010331
15.322529 1.057601 1.010628
15.338277 1.059262 1.010935
15.354025 1.060970 1.011250
15.369773 1.062727 1.011574
15.385520 1.064536 1.011908
15.401268 1.066396 1.012251
15.417016 1.068310 1.012604
15.432763 1.070279 1.012967
15.448511 1.072304 1.013341
15.464259 1.074386 1.013725
15.480007 1.076528 1.014120
15.495754 1.078730 1.014527
15.511502 1.080994 1.014945
15.527250 1.083323 1.015374
15.542997 1.085716 1.015816
15.558745 1.088178 1.016270
15.574493 1.090710 1.016737
15.590241 1.093313 1.017218
15.605988 1.095991 1.017712
15.621736 1.098746 1.018220
15.637484 1.101579 1.018743
15.653231 1.104495 1.019281
15.668979 1.107495 1.019834
15.684727 1.110582 1.020404
15.700475 1.113758 1.020990
15.716222 1.117027 1.021593
15.731970 1.120390 1.022214
15.747718 1.123852 1.022852
15.763465 1.127414 1.023510
15.779213 1.131079 1.024186
15.794961 1.134851 1.024882
15.810709 1.138732 1.025598
15.826456 1.142727 1.026335
15.842204 1.146837 1.027094
15.857952 1.151068 1.027874
15.873700 1.155423 1.028678
15.889447 1.159905 1.029505
15.905195 1.164519 1.030356
15.920943 1.169269 1.031232
15.936690 1.174159 1.032135
15.952438 1.179193 1.033064
15.968186 1.184375 1.034020
15.983934 1.189710 1.035004
15.999681 1.195203 1.036018
16.015429 1.200856 1.037061
16.031177 1.206676 1.038135
16.046924 1.212666 1.039240
16.062672 1.218831 1.040377
16.078420 1.225175 1.041548
16.094168 1.231704 1.042753
16.109915 1.238422 1.043992
16.125663 1.245334 1.045267
16.141411 1.252446 1.046580
16.157158 1.259763 1.047930
16.172906 1.267290 1.049319
16.188654 1.275035 1.050748
16.204402 1.283002 1.052218
16.220149 1.291199 1.053730
16.235897 1.299630 1.055286
16.251645 1.308304 1.056886
16.267392 1.317226 1.058533
16.283140 1.326403 1.060226
16.298888 1.335843 1.061968
16.314636 1.345551 1.063759
16.330383 1.355536 1.065601
16.346131 1.365805 1.067496
16.361879 1.376365 1.069444
16.377626 1.387224 1.071448
16.393374 1.398390 1.073508
16.409122 1.409872 1.075627
16.424870 1.421678 1.077805
16.440617 1.433818 1.080045
16.456365 1.446301 1.082349
16.472113 1.459138 1.084717
16.487861 1.472337 1.087153
16.503608 1.485911 1.089657
16.519356 1.499870 1.092233
16.535104 1.514225 1.094882
16.550851 1.528988 1.097605
16.566599 1.544170 1.100407
16.582347 1.559784 1.103288
16.598095 1.575842 1.106251
16.613842 1.592356 1.109298
16.629590 1.609339 1.112431
16.645338 1.626804 1.115654
16.661085 1.644765 1.118968
16.676833 1.663235 1.122376
16.692581 1.682227 1.125880
16.708329 1.701758 1.129484
16.724076 1.721840 1.133189
16.739824 1.742490 1.137000
16.755572 1.763723 1.140917
16.771319 1.785555 1.144946
16.787067 1.808002 1.149087
16.802815 1.831081 1.153346
16.818563 1.854808 1.157724
16.834310 1.879200 1.162224
16.850058 1.904276 1.166851
16.865806 1.930051 1.171607
16.881553 1.956545 1.176496
16.897301 1.983773 1.181520
16.913049 2.011754 1.186682
16.928797 2.040506 1.191988
16.944544 2.070046 1.197438
16.960292 2.100394 1.203038
16.976040 2.131566 1.208789
16.991787 2.163583 1.214697
17.007535 2.196463 1.220764
17.023283 2.230226 1.226993
17.039031 2.264891 1.233390
17.054778 2.300479 1.239956
17.070526 2.337011 1.246697
17.086274 2.374507 1.253615
17.102021 2.412989 1.260716
17.117769 2.452479 1.268002
17.133517 2.492999 1.275479
17.149265 2.534571 1.283149
17.165012 2.577217 1.291018
17.180760 2.620960 1.299089
17.196508 2.665823 1.307367
17.212256 2.711829 1.315856
17.228003 2.759002 1.324560
17.243751 2.807365 1.333484
17.259499 2.856942 1.342631
17.275246 2.907759 1.352008
17.290994 2.959839 1.361617
17.306742 3.013209 1.371465
17.322490 3.067896 1.381555
17.338237 3.123925 1.391893
17.353985 3.181325 1.402484
17.369733 3.240123 1.413333
17.385480 3.300348 1.424446
17.401228 3.362027 1.435826
17.416976 3.425190 1.447481
17.432724 3.489865 1.459414
17.448471 3.556080 1.471632
17.464219 3.623862 1.484138
17.479967 3.693239 1.496939
17.495714 3.764236 1.510039
17.511462 3.836878 1.523443
17.527210 3.911190 1.537154
17.542958 3.987194 1.551178
17.558705 4.064910 1.565518
17.574453 4.144359 1.580177
17.590201 4.225556 1.595159
17.605948 4.308520 1.610467
17.621696 4.393263 1.626103
17.637444 4.479796 1.642070
17.653192 4.568131 1.658369
17.668939 4.658273 1.675001
17.684687 4.750227 1.691968
17.700435 4.843995 1.709270
17.716182 4.939576 1.726906
17.731930 5.036966 1.744875
17.747678 5.136156 1.763177
17.763426 5.237137 1.781810
17.779173 5.339894 1.800770
17.794921 5.444410 1.820054
17.810669 5.550663 1.839660
17.826417 5.658630 1.859581
17.842164 5.768283 1.879813
17.857912 5.879591 1.900351
17.873660 5.992523 1.921189
17.889407 6.107041 1.942319
17.905155 6.223108 1.963735
17.920903 6.340682 1.985429
17.936651 6.459721 2.007393
17.952398 6.580177 2.029619
17.968146 6.702001 2.052097
17.983894 6.825140 2.074818
17.999641 6.949537 2.097771
18.015389 7.075130 2.120944
18.031137 7.201850 2.144326
18.046885 7.329624 2.167902
18.062632 7.458369 2.191657
18.078380 7.587994 2.215575
18.094128 7.718399 2.239637
18.109875 7.849473 2.263821
18.125623 7.981093 2.288107
18.141371 8.113125 2.312469
18.157119 8.245421 2.336879
18.172866 8.377824 2.361309
18.188614 8.510160 2.385727
18.204362 8.642246 2.410099
18.220109 8.773886 2.434388
18.235857 8.904874 2.458557
18.251605 9.034994 2.482566
18.267353 9.164022 2.506374
18.283100 9.291727 2.529937
18.298848 9.417875 2.553213
18.314596 9.542228 2.576158
18.330343 9.664547 2.598727
18.346091 9.784597 2.620878
18.361839 9.902144 2.642567
18.377587 10.016962 2.663753
18.393334 10.128833 2.684395
18.409082 10.237550 2.704454
18.424830 10.342918 2.723896
18.440578 10.444757 2.742687
18.456325 10.542905 2.760796
18.472073 10.637215 2.778198
18.487821 10.727564 2.794869
18.503568 10.813847 2.810789
18.519316 10.895981 2.825944
18.535064 10.973907 2.840322
18.550812 11.047587 2.853917
18.566559 11.117009 2.866726
18.582307 11.182179 2.878751
18.598055 11.243129 2.889997
18.613802 11.299910 2.900474
18.629550 11.352590 2.910194
18.645298 11.401260 2.919175
18.661046 11.446021 2.927434
18.676793 11.486990 2.934993
18.692541 11.524295 2.941876
18.708289 11.558071 2.948108
18.724036 11.588458 2.953715
18.739784 11.615601 2.958723
18.755532 11.639640 2.963159
18.771280 11.660715 2.967048
18.787027 11.678959 2.970414
18.802775 11.694496 2.973281
18.818523 11.707437 2.975669
18.834270 11.717884 2.977596
18.850018 11.725918 2.979079
18.865766 11.731608 2.980128
18.881514 11.735003 2.980755
18.897261 11.736131 2.980963
18.913009 11.735003 2.980755
18.928757 11.731608 2.980128
18.944504 11.725918 2.979079
18.960252 11.717884 2.977596
18.976000 11.707437 2.975669
18.991748 11.694496 2.973281
19.007495 11.678959 2.970414
19.023243 11.660715 2.967048
19.038991 11.639640 2.963159
19.054738 11.615601 2.958723
19.070486 11.588458 2.953715
19.086234 11.558071 2.948108
19.101982 11.524295 2.941876
19.117729 11.486990 2.934993
19.133477 11.446021 2.927434
19.149225 11.401260 2.919175
19.164973 11.352590 2.910194
19.180720 11.299910 2.900474
19.196468 11.243129 2.889997
19.212216 11.182179 2.878751
19.227963 11.117009 2.866726
19.243711 11.047587 2.853917
19.259459 10.973907 2.840322
19.275207 10.895981 2.825944
19.290954 10.813847 2.810789
19.306702 10.727564 2.794869
19.322450 10.637215 2.778198
19.338197 10.542905 2.760796
19.353945 10.444757 2.742687
19.369693 10.342918 2.723896
19.385441 10.237550 2.704454
19.401188 10.128833 2.684395
19.416936 10.016962 2.663753
19.432684 9.902144 2.642567
19.448431 9.784597 2.620878
19.464179 9.664547 2.598727
19.479927 9.542228 2.576158
19.495675 9.417875 2.553213
19.511422 9.291727 2.529937
19.527170 9.164022 2.506374
19.542918 9.034994 2.482566
19.558665 8.904874 2.458557
19.574413 8.773886 2.434388
19.590161 8.642246 2.410099
19.605909 8.510160 2.385727
19.621656 8.377824 2.361309
19.637404 8.245421 2.336879
19.653152 8.113125 2.312469
19.668899 7.981093 2.288107
19.684647 7.849473 2.263821
19.700395 7.718399 2.239637
19.716143 7.587994 2.215575
19.731890 7.458369 2.191657
19.747638 7.329624 2.167902
19.763386 7.201850 2.144326
19.779134 7.075130 2.120944
19.794881 6.949537 2.097771
19.810629 6.825140 2.074818
19.826377 6.702001 2.052097
19.842124 6.580177 2.029619
19.857872 6.459721 2.007393
19.873620 6.340682 1.985429
19.889368 6.223108 1.963735
19.905115 6.107041 1.942319
19.920863 5.992523 1.921189
19.936611 5.879591 1.900351
19.952358 5.768283 1.879813
19.968106 5.658630 1.859581
19.983854 5.550663 1.839660
19.999602 5.444410 1.820054
20.015349 5.339894 1.800770
20.031097 5.237137 1.781810
20.046845 5.136156 1.763177
20.062592 5.036966 1.744875
20.078340 4.939576 1.726906
20.094088 4.843995 1.709270
20.109836 4.750227 1.691968
20.125583 4.658273 1.675001
20.141331 4.568131 1.658369
20.157079 4.479796 1.642070
20.172826 4.393263 1.626103
20.188574 4.308520 1.610467
20.204322 4.225556 1.595159
20.220070 4.144359 1.580177
20.235817 4.064910 1.565518
20.251565 3.987194 1.551178
20.267313 3.911190 1.537154
20.283060 3.836878 1.523443
20.298808 3.764236 1.510039
20.314556 3.693239 1.496939
20.330304 3.623862 1.484138
20.346051 3.556080 1.471632
20.361799 3.489865 1.459414
20.377547 3.425190 1.447481
20.393295 3.362027 1.435826
20.409042 3.300348 1.424446
20.424790 3.240123 1.413333
20.440538 3.181325 1.402484
20.456285 3.123925 1.391893
20.472033 3.067896 1.381555
20.487781 3.013209 1.371465
20.503529 2.959839 1.361617
20.519276 2.907759 1.352008
20.535024 2.856942 1.342631
20.550772 2.807365 1.333484
20.566519 2.759002 1.324560
20.582267 2.711829 1.315856
20.598015 2.665823 1.307367
20.613763 2.620960 1.299089
20.629510 2.577217 1.291018
20.645258 2.534571 1.283149
20.661006 2.492999 1.275479
20.676753 2.452479 1.268002
20.692501 2.412989 1.260716
20.708249 2.374507 1.253615
20.723997 2.337011 1.246697
20.739744 2.300479 1.239956
20.755492 2.264891 1.233390
20.771240 2.230226 1.226993
20.786987 2.196463 1.220764
20.802735 2.163583 1.214697
20.818483 2.131566 1.208789
20.834231 2.100394 1.203038
20.849978 2.070046 1.197438
20.865726 2.040506 1.191988
20.881474 2.011754 1.186682
20.897221 1.983773 1.181520
20.912969 1.956545 1.176496
20.928717 1.930051 1.171607
20.944465 1.904276 1.166851
20.960212 1.879200 1.162224
20.975960 1.854808 1.157724
20.991708 1.831081 1.153346
21.007455 1.808002 1.149087
21.023203 1.785555 1.144946
21.038951 1.763723 1.140917
21.054699 1.742490 1.137000
21.070446 1.721840 1.133189
21.086194 1.701758 1.129484
21.101942 1.682227 1.125880
21.117690 1.663235 1.122376
21.133437 1.644765 1.118968
21.149185 1.626804 1.115654
21.164933 1.609339 1.112431
21.180680 1.592356 1.109298
21.196428 1.575842 1.106251
21.212176 1.559784 1.103288
21.227924 1.544170 1.100407
21.243671 1.528988 1.097605
21.259419 1.514225 1.094882
21.275167 1.499870 1.092233
21.290914 1.485911 1.089657
21.306662 1.472337 1.087153
21.322410 1.459138 1.084717
21.338158 1.446301 1.082349
21.353905 1.433818 1.080045
21.369653 1.421678 1.077805
21.385401 1.409872 1.075627
21.401148 1.398390 1.073508
21.416896 1.387224 1.071448
21.432644 1.376365 1.069444
21.448392 1.365805 1.067496
21.464139 1.355536 1.065601
21.479887 1.345551 1.063759
21.495635 1.335843 1.061968
21.511382 1.326403 1.060226
21.527130 1.317226 1.058533
21.542878 1.308304 1.056886
21.558626 1.299630 1.055286
21.574373 1.291199 1.053730
21.590121 1.283002 1.052218
21.605869 1.275035 1.050748
21.621616 1.267290 1.049319
21.637364 1.259763 1.047930
21.653112 1.252446 1.046580
21.668860 1.245334 1.045267
21.684607 1.238422 1.043992
21.700355 1.231704 1.042753
21.716103 1.225175 1.041548
21.731851 1.218831 1.040377
21.747598 1.212666 1.039240
21.763346 1.206676 1.038135
21.779094 1.200856 1.037061
21.794841 1.195203 1.036018
21.810589 1.189710 1.035004
21.826337 1.184375 1.034020
21.842085 1.179193 1.033064
21.857832 1.174159 1.032135
21.873580 1.169269 1.031232
21.889328 1.164519 1.030356
21.905075 1.159905 1.029505
21.920823 1.155423 1.028678
21.936571 1.151068 1.027874
21.952319 1.146837 1.027094
21.968066 1.142727 1.026335
21.983814 1.138732 1.025598
21.999562 1.134851 1.024882
22.015309 1.131079 1.024186
22.031057 1.127414 1.023510
22.046805 1.123852 1.022852
22.062553 1.120390 1.022214
22.078300 1.117027 1.021593
22.094048 1.113758 1.020990
22.109796 1.110582 1.020404
22.125543 1.107495 1.019834
22.141291 1.104495 1.019281
22.157039 1.101579 1.018743
22.172787 1.098746 1.018220
22.188534 1.095991 1.017712
22.204282 1.093313 1.017218
22.220030 1.090710 1.016737
22.235777 1.088178 1.016270
22.251525 1.085716 1.015816
22.267273 1.083323 1.015374
22.283021 1.080994 1.014945
22.298768 1.078730 1.014527
22.314516 1.076528 1.014120
22.330264 1.074386 1.013725
22.346012 1.072304 1.013341
22.361759 1.070279 1.012967
22.377507 1.068310 1.012604
22.393255 1.066396 1.012251
22.409002 1.064536 1.011908
22.424750 1.062727 1.011574
22.440498 1.060970 1.011250
22.456246 1.059262 1.010935
22.471993 1.057601 1.010628
22.487741 1.055988 1.010331
22.503489 1.054420 1.010041
22.519236 1.052895 1.009760
22.534984 1.051414 1.009487
22.550732 1.049974 1.009221
22.566480 1.048574 1.008963
22.582227 1.047213 1.008711
22.597975 1.045890 1.008467
22.613723 1.044605 1.008230
22.629470 1.043355 1.008000
22.645218 1.042141 1.007776
22.660966 1.040962 1.007558
22.676714 1.039816 1.007347
22.692461 1.038703 1.007141
22.708209 1.037622 1.006942
22.723957 1.036573 1.006748
22.739704 1.035553 1.006560
22.755452 1.034563 1.006377
22.771200 1.033602 1.006200
22.786948 1.032668 1.006028
22.802695 1.031761 1.005860
22.818443 1.030880 1.005698
22.834191 1.030023 1.005540
22.849938 1.029190 1.005386
22.865686 1.028381 1.005237
22.881434 1.027594 1.005091
22.897182 1.026828 1.004950
22.912929 1.026083 1.004813
22.928677 1.025359 1.004679
22.944425 1.024655 1.004549
22.960173 1.023971 1.004423
22.975920 1.023305 1.004300
22.991668 1.022659 1.004181
23.007416 1.022030 1.004065
23.023163 1.021419 1.003952
23.038911 1.020825 1.003842
23.054659 1.020247 1.003736
23.070407 1.019686 1.003632
23.086154 1.019140 1.003532
23.101902 1.018608 1.003434
23.117650 1.018092 1.003338
23.133397 1.017589 1.003245
23.149145 1.017099 1.003155
23.164893 1.016622 1.003067
23.180641 1.016158 1.002981
23.196388 1.015706 1.002898
23.212136 1.015266 1.002817
23.227884 1.014838 1.002738
23.243631 1.014421 1.002661
23.259379 1.014016 1.002586
23.275127 1.013622 1.002513
23.290875 1.013239 1.002443
23.306622 1.012867 1.002374
23.322370 1.012505 1.002307
23.338118 1.012154 1.002243
23.353865 1.011812 1.002180
23.369613 1.011481 1.002118
23.385361 1.011159 1.002059
23.401109 1.010846 1.002001
23.416856 1.010542 1.001945
23.432604 1.010246 1.001891
23.448352 1.009958 1.001837
23.464099 1.009679 1.001786
23.479847 1.009407 1.001736
23.495595 1.009142 1.001687
23.511343 1.008884 1.001639
23.527090 1.008634 1.001593
23.542838 1.008391 1.001548
23.558586 1.008155 1.001505
23.574333 1.007926 1.001462
23.590081 1.007703 1.001421
23.605829 1.007487 1.001382
23.621577 1.007278 1.001343
23.637324 1.007075 1.001305
23.653072 1.006878 1.001269
23.668820 1.006688 1.001234
23.684568 1.006502 1.001200
23.700315 1.006322 1.001167
23.716063 1.006147 1.001134
23.731811 1.005977 1.001103
23.747558 1.005812 1.001072
23.763306 1.005650 1.001043
23.779054 1.005493 1.001014
23.794802 1.005340 1.000985
23.810549 1.005191 1.000958
23.826297 1.005046 1.000931
23.842045 1.004904 1.000905
23.857792 1.004767 1.000880
23.873540 1.004633 1.000855
23.889288 1.004504 1.000831
23.905036 1.004378 1.000808
23.920783 1.004255 1.000785
23.936531 1.004137 1.000763
23.952279 1.004021 1.000742
23.968026 1.003909 1.000721
23.983774 1.003801 1.000701
23.999522 1.003695 1.000682
24.015270 1.003592 1.000663
24.031017 1.003491 1.000644
24.046765 1.003393 1.000626
24.062513 1.003297 1.000608
24.078260 1.003204 1.000591
24.094008 1.003113 1.000574
24.109756 1.003024 1.000558
24.125504 1.002937 1.000542
24.141251 1.002852 1.000526
24.156999 1.002770 1.000511
24.172747 1.002691 1.000496
24.188494 1.002613 1.000482
24.204242 1.002538 1.000468
24.219990 1.002466 1.000455
24.235738 1.002396 1.000442
24.251485 1.002328 1.000430
24.267233 1.002262 1.000417
24.282981 1.002198 1.000406
24.298729 1.002137 1.000394
24.314476 1.002077 1.000383
24.330224 1.002018 1.000372
24.345972 1.001961 1.000362
24.361719 1.001905 1.000352
24.377467 1.001851 1.000342
24.393215 1.001798 1.000332
24.408963 1.001747 1.000322
24.424710 1.001697 1.000313
24.440458 1.001648 1.000304
24.456206 1.001601 1.000295
24.471953 1.001555 1.000287
24.487701 1.001511 1.000279
24.503449 1.001468 1.000271
24.519197 1.001427 1.000263
24.534944 1.001387 1.000256
24.550692 1.001349 1.000249
24.566440 1.001312 1.000242
24.582187 1.001276 1.000236
24.597935 1.001242 1.000229
24.613683 1.001208 1.000223
24.629431 1.001175 1.000217
24.645178 1.001143 1.000211
24.660926 1.001111 1.000205
24.676674 1.001080 1.000199
24.692421 1.001050 1.000194
24.708169 1.001020 1.000188
24.723917 1.000991 1.000183
24.739665 1.000962 1.000178
24.755412 1.000934 1.000172
24.771160 1.000908 1.000167
24.786908 1.000882 1.000163
24.802655 1.000857 1.000158
24.818403 1.000832 1.000154
24.834151 1.000809 1.000149
24.849899 1.000787 1.000145
24.865646 1.000765 1.000141
24.881394 1.000744 1.000137
24.897142 1.000724 1.000134
24.912890 1.000704 1.000130
24.928637 1.000684 1.000126
24.944385 1.000665 1.000123
24.960133 1.000646 1.000119
24.975880 1.000627 1.000116
24.991628 1.000609 1.000112
25.007376 1.000590 1.000109
25.023124 1.000573 1.000106
25.038871 1.000555 1.000102
25.054619 1.000538 1.000099
25.070367 1.000522 1.000096
25.086114 1.000506 1.000093
25.101862 1.000491 1.000091
25.117610 1.000477 1.000088
25.133358 1.000464 1.000086
25.149105 1.000451 1.000083
25.164853 1.000438 1.000081
25.180601 1.000426 1.000079
25.196348 1.000415 1.000077
25.212096 1.000403 1.000074
25.227844 1.000392 1.000072
25.243592 1.000381 1.000070
25.259339 1.000371 1.000068
25.275087 1.000360 1.000066
25.290835 1.000349 1.000064
25.306582 1.000339 1.000063
25.322330 1.000329 1.000061
25.338078 1.000319 1.000059
25.353826 1.000309 1.000057
25.369573 1.000300 1.000055
25.385321 1.000291 1.000054
25.401069 1.000283 1.000052
25.416816 1.000275 1.000051
25.432564 1.000267 1.000049
25.448312 1.000261 1.000048
25.464060 1.000254 1.000047
25.479807 1.000248 1.000046
25.495555 1.000242 1.000045
25.511303 1.000235 1.000043
25.527050 1.000229 1.000042
25.542798 1.000223 1.000041
25.558546 1.000217 1.000040
25.574294 1.000211 1.000039
25.590041 1.000205 1.000038
25.605789 1.000199 1.000037
25.621537 1.000192 1.000036
25.637285 1.000186 1.000034
25.653032 1.000180 1.000033
25.668780 1.000175 1.000032
25.684528 1.000169 1.000031
25.700275 1.000164 1.000030
25.716023 1.000160 1.000029
25.731771 1.000155 1.000029
25.747519 1.000152 1.000028
25.763266 1.000148 1.000027
25.779014 1.000144 1.000027
25.794762 1.000141 1.000026
25.810509 1.000137 1.000025
25.826257 1.000134 1.000025
25.842005 1.000130 1.000024
25.857753 1.000126 1.000023
25.873500 1.000122 1.000023
25.889248 1.000118 1.000022
25.904996 1.000114 1.000021
25.920743 1.000110 1.000020
25.936491 1.000106 1.000020
25.952239 1.000102 1.000019
25.967987 1.000099 1.000018
25.983734 1.000096 1.000018
25.999482 1.000093 1.000017
26.015230 1.000090 1.000017
26.030977 1.000087 1.000016
26.046725 1.000085 1.000016
26.062473 1.000083 1.000015
26.078221 1.000082 1.000015
26.093968 1.000080 1.000015
26.109716 1.000078 1.000014
26.125464 1.000076 1.000014
26.141211 1.000075 1.000014
26.156959 1.000072 1.000013
26.172707 1.000070 1.000013
26.188455 1.000068 1.000013
26.204202 1.000066 1.000012
26.219950 1.000063 1.000012
26.235698 1.000061 1.000011
26.251446 1.000058 1.000011
26.267193 1.000056 1.000010
26.282941 1.000054 1.000010
26.298689 1.000053 1.000010
26.314436 1.000052 1.000010
26.330184 1.000050 1.000009
26.345932 1.000050 1.000009
26.361680 1.000049 1.000009
26.377427 1.000048 1.000009
26.393175 1.000047 1.000009
26.408923 1.000047 1.000009
26.424670 1.000046 1.000008
26.440418 1.000045 1.000008
26.456166 1.000044 1.000008
26.471914 1.000042 1.000008
26.487661 1.000041 1.000008
26.503409 1.000039 1.000007
26.519157 1.000037 1.000007
26.534904 1.000036 1.000007
26.550652 1.000034 1.000006
26.566400 1.000033 1.000006
26.582148 1.000031 1.000006
26.597895 1.000030 1.000006
26.613643 1.000030 1.000005
26.629391 1.000029 1.000005
26.645138 1.000029 1.000005
26.660886 1.000028 1.000005
26.676634 1.000028 1.000005
26.692382 1.000028 1.000005
26.708129 1.000028 1.000005
26.723877 1.000027 1.000005
26.739625 1.000026 1.000005
26.755372 1.000026 1.000005
26.771120 1.000025 1.000005
26.786868 1.000024 1.000004
26.802616 1.000022 1.000004
26.818363 1.000021 1.000004
26.834111 1.000020 1.000004
26.849859 1.000019 1.000003
26.865607 1.000018 1.000003
26.881354 1.000017 1.000003
26.897102 1.000016 1.000003
26.912850 1.000016 1.000003
26.928597 1.000016 1.000003
26.944345 1.000016 1.000003
26.960093 1.000016 1.000003
26.975841 1.000016 1.000003
26.991588 1.000016 1.000003
27.007336 1.000016 1.000003
27.023084 1.000016 1.000003
27.038831 1.000016 1.000003
27.054579 1.000015 1.000003
27.070327 1.000015 1.000003
27.086075 1.000014 1.000003
27.101822 1.000013 1.000002
27.117570 1.000012 1.000002
27.133318 1.000011 1.000002
27.149065 1.000010 1.000002
27.164813 1.000010 1.000002
27.180561 1.000009 1.000002
27.196309 1.000009 1.000002
27.212056 1.000009 1.000002
27.227804 1.000009 1.000002
27.243552 1.000009 1.000002
27.259299 1.000009 1.000002
27.275047 1.000010 1.000002
27.290795 1.000010 1.000002
27.306543 1.000010 1.000002
27.322290 1.000010 1.000002
27.338038 1.000010 1.000002
27.353786 1.000010 1.000002
27.369533 1.000010 1.000002
27.385281 1.000009 1.000002
27.401029 1.000008 1.000002
27.416777 1.000007 1.000001
27.432524 1.000007 1.000001
27.448272 1.000006 1.000001
27.464020 1.000005 1.000001
27.479768 1.000005 1.000001
27.495515 1.000005 1.000001
27.511263 1.000005 1.000001
27.527011 1.000005 1.000001
27.542758 1.000005 1.000001
27.558506 1.000005 1.000001
27.574254 1.000006 1.000001
27.590002 1.000006 1.000001
27.605749 1.000006 1.000001
27.621497 1.000006 1.000001
27.637245 1.000006 1.000001
27.652992 1.000006 1.000001
27.668740 1.000006 1.000001
27.684488 1.000005 1.000001
27.700236 1.000005 1.000001
27.715983 1.000004 1.000001
27.731731 1.000003 1.000001
27.747479 1.000003 1.000001
27.763226 1.000002 1.000000
27.778974 1.000002 1.000000
27.794722 1.000002 1.000000
27.810470 1.000002 1.000000
27.826217 1.000002 1.000000
27.841965 1.000002 1.000000
27.857713 1.000003 1.000001
27.873460 1.000003 1.000001
27.889208 1.000004 1.000001
27.904956 1.000004 1.000001
27.920704 1.000004 1.000001
27.936451 1.000004 1.000001
27.952199 1.000004 1.000001
27.967947 1.000004 1.000001
27.983694 1.000004 1.000001
27.999442 1.000003 1.000001
28.015190 1.000002 1.000000
28.030938 1.000002 1.000000
28.046685 1.000001 1.000000
28.062433 1.000001 1.000000
28.078181 1.000001 1.000000
28.093928 1.000001 1.000000
28.109676 1.000001 1.000000
28.125424 1.000001 1.000000
28.141172 1.000001 1.000000
28.156919 1.000002 1.000000
28.172667 1.000002 1.000000
28.188415 1.000003 1.000001
28.204163 1.000003 1.000001
28.219910 1.000003 1.000001
28.235658 1.000003 1.000001
28.251406 1.000003 1.000001
28.267153 1.000003 1.000001
28.282901 1.000003 1.000000
28.298649 1.000002 1.000000
28.314397 1.000001 1.000000
28.330144 1.000001 1.000000
28.345892 1.000000 1.000000
28.361640 1.000000 1.000000
28.377387 1.000000 1.000000
28.393135 1.000000 1.000000
28.408883 1.000000 1.000000
28.424631 1.000000 1.000000
28.440378 1.000000 1.000000
28.456126 1.000001 1.000000
28.471874 1.000001 1.000000
28.487621 1.000002 1.000000
28.503369 1.000002 1.000000
28.519117 1.000002 1.000000
28.534865 1.000003 1.000000
28.550612 1.000002 1.000000
28.566360 1.000002 1.000000
28.582108 1.000002 1.000000
28.597855 1.000001 1.000000
28.613603 1.000001 1.000000
28.629351 1.000000 1.000000
28.645099 1.000000 1.000000
28.660846 0.999999 1.000000
28.676594 0.999999 1.000000
28.692342 0.999999 1.000000
28.708089 0.999999 1.000000
28.723837 1.000000 1.000000
28.739585 1.000000 1.000000
28.755333 1.000000 1.000000
28.771080 1.000001 1.000000
28.786828 1.000001 1.000000
28.802576 1.000002 1.000000
28.818324 1.000002 1.000000
28.834071 1.000002 1.000000
28.849819 1.000002 1.000000
28.865567 1.000002 1.000000
28.881314 1.000001 1.000000
28.897062 1.000001 1.000000
28.912810 1.000000 1.000000
28.928558 1.000000 1.000000
28.944305 0.999999 1.000000
28.960053 0.999999 1.000000
28.975801 0.999999 1.000000
28.991548 0.999999 1.000000
29.007296 0.999999 1.000000
29.023044 0.999999 1.000000
29.038792 1.000000 1.000000
29.054539 1.000000 1.000000
29.070287 1.000001 1.000000
29.086035 1.000001 1.000000
29.101782 1.000002 1.000000
29.117530 1.000002 1.000000
29.133278 1.000002 1.000000
29.149026 1.000002 1.000000
29.164773 1.000002 1.000000
29.180521 1.000001 1.000000
29.196269 1.000001 1.000000
29.212016 1.000000 1.000000
29.227764 1.000000 1.000000
29.243512 0.999999 1.000000
29.259260 0.999999 1.000000
29.275007 0.999999 1.000000
